Fim da primeira fase ... 
0.01
Fim da segunda fase ... 
49093
490.93
Total: 490.94
Suportadas = 72
0 2 0 90
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
1 28 10 19
33 36 10 21
32 45 10 24
5 42 10 25
14 44 10 27
31 39 10 27
0 36 10 28
11 30 10 28
33 46 11 10
12 30 11 11
2 43 11 12
9 32 10 34
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
37 47 11 19
26 38 10 38
40 48 11 20
21 47 11 21
24 29 11 22
34 41 11 22
10 49 11 23
11 25 10 45
30 35 10 45
20 25 11 28
18 29 10 48
3 21 11 31
21 49 12 13
1 6 12 14
6 38 12 16
8 45 11 37
18 37 11 39
1 22 12 21
16 36 12 21
34 42 12 21
23 42 11 40
11 15 12 32
17 35 12 36
13 18 13 27
3 7 14 24
(524 1230)

Arvore 7
0 2 0 90
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
1 28 10 19
33 36 10 21
32 45 10 24
5 42 10 25
33 46 11 10
14 44 10 27
31 39 10 27
1 33 11 11
12 30 11 11
11 30 10 28
2 43 11 12
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
9 32 10 34
4 34 11 18
22 27 11 18
37 47 11 19
40 48 11 20
21 47 11 21
26 38 10 38
24 29 11 22
34 41 11 22
10 49 11 23
20 25 11 28
11 25 10 45
30 35 10 45
21 49 12 13
1 6 12 14
3 21 11 31
18 29 10 48
6 38 12 16
8 45 11 37
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
23 42 11 40
11 15 12 32
17 35 12 36
13 18 13 27
3 7 14 24
(526 1196)

Arvore 8
0 2 0 90
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
1 28 10 19
33 36 10 21
32 45 10 24
33 46 11 10
5 42 10 25
1 33 11 11
12 30 11 11
2 43 11 12
14 44 10 27
31 39 10 27
11 30 10 28
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
37 47 11 19
9 32 10 34
40 48 11 20
21 47 11 21
24 29 11 22
34 41 11 22
10 49 11 23
26 38 10 38
21 49 12 13
20 25 11 28
1 6 12 14
6 38 12 16
11 25 10 45
30 35 10 45
3 21 11 31
18 29 10 48
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
23 42 11 40
9 15 13 17
17 35 12 36
13 18 13 27
3 7 14 24
(528 1166)

Arvore 9
0 2 0 90
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
1 28 10 19
33 36 10 21
33 46 11 10
1 33 11 11
12 30 11 11
32 45 10 24
2 43 11 12
5 42 10 25
14 44 10 27
31 39 10 27
11 30 10 28
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
37 47 11 19
40 48 11 20
21 47 11 21
9 32 10 34
24 29 11 22
34 41 11 22
10 49 11 23
21 49 12 13
26 38 10 38
1 6 12 14
20 25 11 28
6 38 12 16
25 36 12 17
3 21 11 31
30 35 10 45
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
18 29 10 48
23 42 11 40
9 15 13 17
17 35 12 36
13 18 13 27
3 7 14 24
(530 1138)

Arvore 10
0 2 0 90
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
1 28 10 19
33 36 10 21
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
32 45 10 24
5 42 10 25
14 44 10 27
31 39 10 27
29 32 11 16
40 49 11 16
11 30 10 28
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
37 47 11 19
40 48 11 20
21 47 11 21
24 29 11 22
34 41 11 22
9 32 10 34
10 49 11 23
21 49 12 13
1 6 12 14
26 38 10 38
6 38 12 16
20 25 11 28
25 36 12 17
3 21 11 31
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
30 35 10 45
2 29 12 25
9 15 13 17
23 42 11 40
17 35 12 36
13 18 13 27
3 7 14 24
(532 1115)

Arvore 11
0 2 0 90
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
1 28 10 19
33 46 11 10
33 36 10 21
1 33 11 11
12 30 11 11
2 43 11 12
32 45 10 24
5 42 10 25
29 32 11 16
40 49 11 16
14 44 10 27
31 39 10 27
19 25 11 17
26 40 11 17
30 46 11 17
11 30 10 28
4 34 11 18
22 27 11 18
37 47 11 19
40 48 11 20
21 47 11 21
24 29 11 22
34 41 11 22
10 49 11 23
21 49 12 13
9 32 10 34
1 6 12 14
6 38 12 16
25 36 12 17
26 38 10 38
20 25 11 28
3 21 11 31
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
30 35 10 45
2 29 12 25
9 15 13 17
23 42 11 40
17 35 12 36
13 24 14 16
3 7 14 24
(533 1104)

Arvore 12
0 2 0 90
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
33 46 11 10
1 28 10 19
1 33 11 11
12 30 11 11
2 43 11 12
33 36 10 21
32 45 10 24
29 32 11 16
40 49 11 16
5 42 10 25
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
14 44 10 27
31 39 10 27
37 47 11 19
11 30 10 28
40 48 11 20
21 47 11 21
21 49 12 13
24 29 11 22
34 41 11 22
1 6 12 14
10 49 11 23
6 38 12 16
25 36 12 17
9 32 10 34
30 47 13 11
20 25 11 28
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
2 29 12 25
9 15 13 17
30 35 10 45
23 42 11 40
13 24 14 16
17 35 12 36
3 7 14 24
(537 1068)

Arvore 13
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
33 46 11 10
0 2 0 90
1 33 11 11
12 30 11 11
1 28 10 19
2 43 11 12
33 36 10 21
29 32 11 16
40 49 11 16
32 45 10 24
19 25 11 17
26 40 11 17
30 46 11 17
5 42 10 25
4 34 11 18
22 27 11 18
37 47 11 19
14 44 10 27
31 39 10 27
40 48 11 20
21 49 12 13
11 30 10 28
21 47 11 21
1 6 12 14
24 29 11 22
34 41 11 22
10 49 11 23
6 38 12 16
25 36 12 17
30 47 13 11
9 32 10 34
20 25 11 28
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
2 29 12 25
8 45 11 37
13 24 14 16
23 42 11 40
17 35 12 36
3 7 14 24
(538 1060)

Arvore 14
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
4 25 10 17
1 33 11 11
12 30 11 11
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
32 45 10 24
4 34 11 18
22 27 11 18
5 42 10 25
37 47 11 19
21 49 12 13
40 48 11 20
1 6 12 14
14 44 10 27
31 39 10 27
21 47 11 21
11 30 10 28
24 29 11 22
34 41 11 22
6 38 12 16
10 49 11 23
25 36 12 17
30 47 13 11
0 2 0 90
1 22 12 21
16 36 12 21
34 42 12 21
9 32 10 34
20 25 11 28
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
9 25 13 18
13 24 14 16
8 15 13 23
23 42 11 40
17 35 12 36
3 7 14 24
(541 1039)

Arvore 15
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 32 10 34
9 25 13 18
2 29 12 25
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(553 974)

Arvore 16
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
30 47 13 11
14 44 10 27
31 39 10 27
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 25 13 18
29 37 13 18
2 29 12 25
13 24 14 16
8 15 13 23
3 7 14 24
23 42 11 40
17 35 12 36
(559 942)

Arvore 17
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
30 47 13 11
14 44 10 27
31 39 10 27
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 25 13 18
29 37 13 18
2 29 12 25
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(563 921)

Arvore 18
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
33 36 10 21
19 25 11 17
26 40 11 17
30 46 11 17
21 49 12 13
4 34 11 18
22 27 11 18
1 6 12 14
37 47 11 19
32 45 10 24
30 47 13 11
40 48 11 20
6 38 12 16
5 42 10 25
11 48 13 12
21 47 11 21
25 36 12 17
24 29 11 22
34 41 11 22
14 44 10 27
31 39 10 27
10 49 11 23
14 41 14 12
1 22 12 21
16 36 12 21
34 42 12 21
9 15 13 17
8 35 12 22
18 42 12 22
9 25 13 18
29 37 13 18
20 25 11 28
13 24 14 16
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 35 12 36
(565 911)

Arvore 19
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
21 49 12 13
19 25 11 17
26 40 11 17
30 46 11 17
33 36 10 21
1 6 12 14
4 34 11 18
22 27 11 18
30 47 13 11
37 47 11 19
11 48 13 12
6 38 12 16
40 48 11 20
32 45 10 24
25 36 12 17
21 47 11 21
26 31 14 10
5 42 10 25
24 29 11 22
34 41 11 22
10 49 11 23
14 41 14 12
14 44 10 27
9 15 13 17
1 22 12 21
16 36 12 21
34 42 12 21
9 25 13 18
29 37 13 18
8 35 12 22
18 42 12 22
13 24 14 16
20 25 11 28
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 35 12 36
(569 894)

Arvore 20
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
21 49 12 13
19 25 11 17
26 40 11 17
30 46 11 17
1 6 12 14
33 36 10 21
30 47 13 11
4 34 11 18
22 27 11 18
11 48 13 12
37 47 11 19
6 38 12 16
40 48 11 20
26 31 14 10
25 36 12 17
32 45 10 24
21 47 11 21
5 42 10 25
24 29 11 22
34 41 11 22
14 41 14 12
10 49 11 23
14 44 10 27
9 15 13 17
1 22 12 21
16 36 12 21
34 42 12 21
9 25 13 18
29 37 13 18
8 35 12 22
18 42 12 22
13 24 14 16
20 25 11 28
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 27 17 18
(574 876)

Arvore 21
0 1 10 10
34 39 10 12
33 46 11 10
3 44 10 13
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
21 49 12 13
29 32 11 16
40 49 11 16
1 28 10 19
30 47 13 11
1 6 12 14
19 25 11 17
26 40 11 17
30 46 11 17
11 48 13 12
4 34 11 18
22 27 11 18
33 36 10 21
26 31 14 10
6 38 12 16
37 47 11 19
25 36 12 17
40 48 11 20
14 41 14 12
21 47 11 21
32 45 10 24
24 29 11 22
34 41 11 22
5 42 10 25
9 15 13 17
10 49 11 23
0 24 15 12
9 25 13 18
1 22 12 21
16 36 12 21
34 42 12 21
14 44 10 27
13 24 14 16
8 35 12 22
18 42 12 22
2 29 12 25
20 25 11 28
8 15 13 23
11 23 15 19
3 7 14 24
17 27 17 18
(576 870)

Arvore 22
0 1 10 10
34 39 10 12
33 46 11 10
3 44 10 13
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
21 49 12 13
30 47 13 11
29 32 11 16
40 49 11 16
1 6 12 14
1 28 10 19
11 48 13 12
19 25 11 17
26 40 11 17
30 46 11 17
26 31 14 10
4 34 11 18
22 27 11 18
6 38 12 16
33 36 10 21
37 47 11 19
14 41 14 12
25 36 12 17
40 48 11 20
46 49 14 13
32 45 10 24
0 24 15 12
9 15 13 17
24 29 11 22
34 41 11 22
5 42 10 25
9 25 13 18
10 49 11 23
13 24 14 16
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
14 44 10 27
2 16 15 17
8 18 16 15
20 25 11 28
11 23 15 19
3 7 14 24
17 27 17 18
(585 846)

Arvore 23
0 1 10 10
34 39 10 12
33 46 11 10
3 44 10 13
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
21 49 12 13
30 47 13 11
29 32 11 16
40 49 11 16
1 6 12 14
11 48 13 12
1 28 10 19
26 31 14 10
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
6 38 12 16
33 36 10 21
14 41 14 12
37 47 11 19
25 36 12 17
46 49 14 13
40 48 11 20
0 24 15 12
9 15 13 17
32 45 10 24
24 29 11 22
34 41 11 22
9 25 13 18
5 42 10 25
13 24 14 16
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
14 44 10 27
2 16 15 17
8 18 16 15
20 32 17 14
23 37 18 12
3 7 14 24
17 27 17 18
(594 825)

Arvore 24
0 1 10 10
34 39 10 12
33 46 11 10
3 44 10 13
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
21 49 12 13
30 47 13 11
29 32 11 16
40 49 11 16
1 6 12 14
11 48 13 12
26 31 14 10
1 28 10 19
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
6 38 12 16
14 41 14 12
33 36 10 21
37 47 11 19
25 36 12 17
46 49 14 13
40 48 11 20
0 24 15 12
9 15 13 17
32 45 10 24
24 29 11 22
34 41 11 22
9 25 13 18
13 24 14 16
10 30 16 12
5 42 10 25
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
14 44 10 27
2 16 15 17
8 18 16 15
20 32 17 14
23 37 18 12
3 7 14 24
17 27 17 18
(599 814)

Arvore 25
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
21 49 12 13
4 25 10 17
26 31 14 10
11 48 13 12
1 6 12 14
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
1 28 10 19
14 41 14 12
6 38 12 16
4 34 11 18
22 27 11 18
46 49 14 13
25 36 12 17
37 47 11 19
33 36 10 21
0 24 15 12
40 48 11 20
9 15 13 17
10 30 16 12
13 24 14 16
9 25 13 18
29 37 13 18
34 41 11 22
32 45 10 24
1 22 12 21
16 36 12 21
34 42 12 21
5 42 10 25
8 35 12 22
18 42 12 22
8 18 16 15
2 16 15 17
23 37 18 12
20 32 17 14
14 44 10 27
17 27 17 18
3 7 14 24
(601 810)

Arvore 26
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
21 49 12 13
26 31 14 10
4 25 10 17
11 48 13 12
1 6 12 14
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
14 41 14 12
1 28 10 19
6 38 12 16
4 34 11 18
22 27 11 18
46 49 14 13
25 36 12 17
0 24 15 12
37 47 11 19
19 38 14 14
40 48 11 20
9 15 13 17
10 30 16 12
13 24 14 16
9 25 13 18
29 37 13 18
34 41 11 22
32 45 10 24
1 22 12 21
16 36 12 21
34 42 12 21
5 42 10 25
8 18 16 15
8 35 12 22
18 42 12 22
2 16 15 17
23 37 18 12
20 32 17 14
14 44 10 27
17 27 17 18
3 7 14 24
(605 803)

Arvore 27
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
21 49 12 13
26 31 14 10
11 48 13 12
4 25 10 17
1 6 12 14
29 32 11 16
40 49 11 16
14 41 14 12
19 25 11 17
26 40 11 17
30 46 11 17
1 28 10 19
6 38 12 16
46 49 14 13
4 34 11 18
22 27 11 18
0 24 15 12
25 36 12 17
19 38 14 14
37 47 11 19
33 48 14 15
10 30 16 12
9 15 13 17
13 24 14 16
9 25 13 18
29 37 13 18
34 41 11 22
32 45 10 24
1 22 12 21
16 36 12 21
34 42 12 21
8 18 16 15
5 42 10 25
23 37 18 12
2 16 15 17
8 35 12 22
18 42 12 22
20 32 17 14
42 44 19 12
17 27 17 18
3 7 14 24
(617 783)

Arvore 28
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
21 49 12 13
26 31 14 10
11 48 13 12
4 25 10 17
1 6 12 14
29 32 11 16
40 49 11 16
14 41 14 12
19 25 11 17
26 40 11 17
30 46 11 17
1 28 10 19
6 38 12 16
46 49 14 13
4 34 11 18
22 27 11 18
0 24 15 12
25 36 12 17
19 38 14 14
37 47 11 19
33 48 14 15
10 30 16 12
9 15 13 17
13 24 14 16
9 25 13 18
29 37 13 18
38 45 18 11
34 41 11 22
1 22 12 21
16 36 12 21
34 42 12 21
8 18 16 15
23 37 18 12
2 16 15 17
20 32 17 14
5 42 10 25
8 35 12 22
18 42 12 22
42 44 19 12
17 27 17 18
3 7 14 24
(625 770)

Arvore 29
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
4 25 10 17
29 32 11 16
40 49 11 16
14 41 14 12
19 25 11 17
26 40 11 17
30 46 11 17
46 49 14 13
6 38 12 16
0 24 15 12
1 28 10 19
0 4 16 11
4 34 11 18
22 27 11 18
25 36 12 17
10 30 16 12
37 47 11 19
33 48 14 15
9 15 13 17
13 24 14 16
15 37 15 15
38 45 18 11
29 37 13 18
23 37 18 12
8 18 16 15
34 41 11 22
20 32 17 14
1 22 12 21
16 36 12 21
34 42 12 21
2 16 15 17
0 18 16 16
42 44 19 12
8 35 12 22
5 42 10 25
17 27 17 18
3 7 14 24
(633 758)

Arvore 30
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
4 25 10 17
14 41 14 12
29 32 11 16
40 49 11 16
46 49 14 13
19 25 11 17
26 40 11 17
30 46 11 17
0 24 15 12
6 38 12 16
0 4 16 11
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
10 30 16 12
33 48 14 15
37 47 11 19
9 15 13 17
13 24 14 16
38 45 18 11
15 37 15 15
29 37 13 18
23 37 18 12
8 18 16 15
20 32 17 14
34 41 11 22
2 16 15 17
18 41 19 12
42 44 19 12
1 22 12 21
16 36 12 21
34 42 12 21
35 49 15 18
5 42 10 25
17 27 17 18
3 7 14 24
(639 750)

Arvore 31
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
19 25 11 17
26 40 11 17
30 46 11 17
0 4 16 11
6 38 12 16
1 28 10 19
4 34 11 18
22 27 11 18
10 30 16 12
25 36 12 17
33 48 14 15
37 47 11 19
9 15 13 17
38 45 18 11
13 24 14 16
15 37 15 15
29 37 13 18
23 37 18 12
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
34 41 11 22
1 22 12 21
16 36 12 21
34 42 12 21
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(643 745)

Arvore 32
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
1 28 10 19
10 30 16 12
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
37 47 11 19
38 45 18 11
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
1 22 12 21
16 36 12 21
34 42 12 21
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(648 739)

Arvore 33
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
1 22 12 21
16 36 12 21
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(655 731)

Arvore 34
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
3 7 14 24
(673 711)

Arvore 35
0 1 10 10
33 46 11 10
1 33 11 11
